series,episode,baker_name,technical,result,signature_bake,show_stopper,baker_age,hometown,baker_occupation
8,8,James Hillery,NA,NA,NA,NA,46,"Brentwood, Essex",Banker
8,8,Julia Chernogorova,NA,NA,NA,NA,21,"Crawley, West Sussex",Aviation Broker
8,8,Peter Abatan,NA,NA,NA,NA,52,"Southend, Essex",IT programme manager
8,8,Tom Hetherington,NA,NA,NA,NA,29,Edinburgh,Architect
8,8,Yan Tsou,NA,NA,NA,NA,46,North London,Laboratory research scientist
8,9,Sophie Faldo,1,STAR BAKER,Strawberry & Rhubarb and Chestnut & Vanilla Choux Buns,'Tutu with Opera Filling' Meringue Centrepiece,33,"West Molesey, Surrey",Former army officer and trainee stuntwoman
8,9,Stacey Hart,2,OUT,'Choux-nicorn and Choux-moji' Choux Buns,'Flamingos in Love' Meringue Centrepiece,42,"Radlett, Hertfordshire",Former school teacher
8,9,Steven Carter-Bailey,3,IN,Key Lime Cheesecake and Bakewell Tart Choux Buns,'Some Air Over the Rainbow' Meringue Centrepiece,34,"Watford, Hertfordshire",Marketer
8,9,Kate Lyon,4,IN,Bellini and Valencian Orange Choux Buns,'Rainbow' Meringue Centrepiece,29,Merseyside,Health and safety inspector
8,9,Chris Geiger,NA,NA,NA,NA,50,Bristol,Software developer
8,9,Flo Atkins,NA,NA,NA,NA,71,Merseyside,Retired
8,9,James Hillery,NA,NA,NA,NA,46,"Brentwood, Essex",Banker
8,9,Julia Chernogorova,NA,NA,NA,NA,21,"Crawley, West Sussex",Aviation Broker
8,9,Liam Charles,NA,NA,NA,NA,19,North London,Student
8,9,Peter Abatan,NA,NA,NA,NA,52,"Southend, Essex",IT programme manager
8,9,Tom Hetherington,NA,NA,NA,NA,29,Edinburgh,Architect
8,9,Yan Tsou,NA,NA,NA,NA,46,North London,Laboratory research scientist
8,10,Steven Carter-Bailey,1,Runner-up,"Spelt & Rye, Toasted Garlic & Fontina and Sweet Chocolate Breads",'Yin Yang' Entremet,34,"Watford, Hertfordshire",Marketer
8,10,Sophie Faldo,2,WINNER,"Spelt Boules, Mushroom Ciabatta and Orange Plaited Brioche",'Ode to the Honey Bee' Entremet,33,"West Molesey, Surrey",Former army officer and trainee stuntwoman
8,10,Kate Lyon,3,Runner-up,"Roman Spelt, Coconut Kala Chana and Flower Breads","White Chocolate, Yuzu and Lychee Entremet",29,Merseyside,Health and safety inspector
8,10,Chris Geiger,NA,NA,NA,NA,50,Bristol,Software developer
8,10,Flo Atkins,NA,NA,NA,NA,71,Merseyside,Retired
8,10,James Hillery,NA,NA,NA,NA,46,"Brentwood, Essex",Banker
8,10,Julia Chernogorova,NA,NA,NA,NA,21,"Crawley, West Sussex",Aviation Broker
8,10,Liam Charles,NA,NA,NA,NA,19,North London,Student
8,10,Peter Abatan,NA,NA,NA,NA,52,"Southend, Essex",IT programme manager
8,10,Stacey Hart,NA,NA,NA,NA,42,"Radlett, Hertfordshire",Former school teacher
8,10,Tom Hetherington,NA,NA,NA,NA,29,Edinburgh,Architect
8,10,Yan Tsou,NA,NA,NA,NA,46,North London,Laboratory research scientist
9,1,Ruby Bhogal,1,IN,NA,NA,29,London,Project manager
9,1,Briony Williams,2,IN,NA,NA,33,Bristol,Full-time parent
9,1,Manon Lagrave,3,STAR BAKER,NA,NA,26,London,Software project manager
9,1,Dan Beasley-Harling,4,IN,NA,NA,36,London,Full-time parent
9,1,Jon Jenkins,5,IN,NA,NA,47,Newport,Blood courier
9,1,Karen Wright,6,IN,NA,NA,60,Wakefield,In-store sampling assistant
9,1,Rahul Mandal,7,IN,NA,NA,30,Rotherham,Research scientist
9,1,Luke Thompson,8,IN,NA,NA,30,Sheffield,Civil servant/house and techno DJ
9,1,Terry Hartill,9,IN,NA,NA,56,West Midlands,Retired air steward
9,1,Kim-Joy Hewlett,10,IN,NA,NA,27,Leeds,Mental health specialist
9,1,Imelda McCarron,11,OUT,NA,NA,33,County Tyrone,Countryside recreation officer
9,1,Antony Amourdoux,12,IN,NA,NA,30,London,Banker
9,2,Jon Jenkins,1,IN,NA,NA,47,Newport,Blood courier
9,2,Rahul Mandal,2,STAR BAKER,NA,NA,30,Rotherham,Research scientist
9,2,Dan Beasley-Harling,3,IN,NA,NA,36,London,Full-time parent
9,2,Kim-Joy Hewlett,4,IN,NA,NA,27,Leeds,Mental health specialist
9,2,Briony Williams,5,IN,NA,NA,33,Bristol,Full-time parent
9,2,Manon Lagrave,6,IN,NA,NA,26,London,Software project manager
9,2,Luke Thompson,7,OUT,NA,NA,30,Sheffield,Civil servant/house and techno DJ
9,2,Terry Hartill,8,IN,NA,NA,56,West Midlands,Retired air steward
9,2,Antony Amourdoux,9,IN,NA,NA,30,London,Banker
9,2,Ruby Bhogal,10,IN,NA,NA,29,London,Project manager
9,2,Karen Wright,11,IN,NA,NA,60,Wakefield,In-store sampling assistant
9,2,Imelda McCarron,NA,NA,NA,NA,33,County Tyrone,Countryside recreation officer
9,3,Terry Hartill,1,IN,NA,NA,56,West Midlands,Retired air steward
9,3,Jon Jenkins,2,IN,NA,NA,47,Newport,Blood courier
9,3,Manon Lagrave,3,IN,NA,NA,26,London,Software project manager
9,3,Rahul Mandal,4,STAR BAKER,NA,NA,30,Rotherham,Research scientist
9,3,Karen Wright,5,IN,NA,NA,60,Wakefield,In-store sampling assistant
9,3,Dan Beasley-Harling,6,IN,NA,NA,36,London,Full-time parent
9,3,Ruby Bhogal,7,IN,NA,NA,29,London,Project manager
9,3,Antony Amourdoux,8,OUT,NA,NA,30,London,Banker
9,3,Briony Williams,9,IN,NA,NA,33,Bristol,Full-time parent
9,3,Kim-Joy Hewlett,10,IN,NA,NA,27,Leeds,Mental health specialist
9,3,Imelda McCarron,NA,NA,NA,NA,33,County Tyrone,Countryside recreation officer
9,3,Luke Thompson,NA,NA,NA,NA,30,Sheffield,Civil servant/house and techno DJ
9,4,Dan Beasley-Harling,1,STAR BAKER,NA,NA,36,London,Full-time parent
9,4,Ruby Bhogal,2,IN,NA,NA,29,London,Project manager
9,4,Jon Jenkins,3,IN,NA,NA,47,Newport,Blood courier
9,4,Rahul Mandal,4,IN,NA,NA,30,Rotherham,Research scientist
9,4,Briony Williams,5,IN,NA,NA,33,Bristol,Full-time parent
9,4,Kim-Joy Hewlett,6,IN,NA,NA,27,Leeds,Mental health specialist
9,4,Karen Wright,7,IN,NA,NA,60,Wakefield,In-store sampling assistant
9,4,Manon Lagrave,8,IN,NA,NA,26,London,Software project manager
9,4,Terry Hartill,NA,[a],NA,NA,56,West Midlands,Retired air steward
9,4,Antony Amourdoux,NA,NA,NA,NA,30,London,Banker
9,4,Imelda McCarron,NA,NA,NA,NA,33,County Tyrone,Countryside recreation officer
9,4,Luke Thompson,NA,NA,NA,NA,30,Sheffield,Civil servant/house and techno DJ
9,5,Ruby Bhogal,1,IN,NA,NA,29,London,Project manager
9,5,Dan Beasley-Harling,2,IN,NA,NA,36,London,Full-time parent
9,5,Rahul Mandal,3,IN,NA,NA,30,Rotherham,Research scientist
9,5,Kim-Joy Hewlett,4,STAR BAKER,NA,NA,27,Leeds,Mental health specialist
9,5,Manon Lagrave,5,IN,NA,NA,26,London,Software project manager
9,5,Briony Williams,6,IN,NA,NA,33,Bristol,Full-time parent
9,5,Jon Jenkins,7,IN,NA,NA,47,Newport,Blood courier
9,5,Terry Hartill,8,OUT,NA,NA,56,West Midlands,Retired air steward
9,5,Karen Wright,9,OUT,NA,NA,60,Wakefield,In-store sampling assistant
9,5,Antony Amourdoux,NA,NA,NA,NA,30,London,Banker
9,5,Imelda McCarron,NA,NA,NA,NA,33,County Tyrone,Countryside recreation officer
9,5,Luke Thompson,NA,NA,NA,NA,30,Sheffield,Civil servant/house and techno DJ
9,6,Briony Williams,1,STAR BAKER,NA,NA,33,Bristol,Full-time parent
9,6,Jon Jenkins,2,IN,NA,NA,47,Newport,Blood courier
9,6,Rahul Mandal,3,IN,NA,NA,30,Rotherham,Research scientist
9,6,Manon Lagrave,4,IN,NA,NA,26,London,Software project manager
9,6,Kim-Joy Hewlett,5,IN,NA,NA,27,Leeds,Mental health specialist
9,6,Dan Beasley-Harling,6,OUT,NA,NA,36,London,Full-time parent
9,6,Ruby Bhogal,7,IN,NA,NA,29,London,Project manager
9,6,Antony Amourdoux,NA,NA,NA,NA,30,London,Banker
9,6,Imelda McCarron,NA,NA,NA,NA,33,County Tyrone,Countryside recreation officer
9,6,Karen Wright,NA,NA,NA,NA,60,Wakefield,In-store sampling assistant
9,6,Luke Thompson,NA,NA,NA,NA,30,Sheffield,Civil servant/house and techno DJ
9,6,Terry Hartill,NA,NA,NA,NA,56,West Midlands,Retired air steward
9,7,Rahul Mandal,1,IN,NA,NA,30,Rotherham,Research scientist
9,7,Manon Lagrave,2,IN,NA,NA,26,London,Software project manager
9,7,Ruby Bhogal,3,IN,NA,NA,29,London,Project manager
9,7,Jon Jenkins,4,OUT,NA,NA,47,Newport,Blood courier
9,7,Briony Williams,5,IN,NA,NA,33,Bristol,Full-time parent
9,7,Kim-Joy Hewlett,6,STAR BAKER,NA,NA,27,Leeds,Mental health specialist
9,7,Antony Amourdoux,NA,NA,NA,NA,30,London,Banker
9,7,Dan Beasley-Harling,NA,NA,NA,NA,36,London,Full-time parent
9,7,Imelda McCarron,NA,NA,NA,NA,33,County Tyrone,Countryside recreation officer
9,7,Karen Wright,NA,NA,NA,NA,60,Wakefield,In-store sampling assistant
9,7,Luke Thompson,NA,NA,NA,NA,30,Sheffield,Civil servant/house and techno DJ
9,7,Terry Hartill,NA,NA,NA,NA,56,West Midlands,Retired air steward
9,8,Briony Williams,1,IN,NA,NA,33,Bristol,Full-time parent
9,8,Kim-Joy Hewlett,2,IN,NA,NA,27,Leeds,Mental health specialist
9,8,Ruby Bhogal,3,STAR BAKER,NA,NA,29,London,Project manager
9,8,Manon Lagrave,4,OUT,NA,NA,26,London,Software project manager
9,8,Rahul Mandal,5,IN,NA,NA,30,Rotherham,Research scientist
9,8,Antony Amourdoux,NA,NA,NA,NA,30,London,Banker
9,8,Dan Beasley-Harling,NA,NA,NA,NA,36,London,Full-time parent
9,8,Imelda McCarron,NA,NA,NA,NA,33,County Tyrone,Countryside recreation officer
9,8,Jon Jenkins,NA,NA,NA,NA,47,Newport,Blood courier
9,8,Karen Wright,NA,NA,NA,NA,60,Wakefield,In-store sampling assistant
9,8,Luke Thompson,NA,NA,NA,NA,30,Sheffield,Civil servant/house and techno DJ
9,8,Terry Hartill,NA,NA,NA,NA,56,West Midlands,Retired air steward
9,9,Ruby Bhogal,1,STAR BAKER,NA,NA,29,London,Project manager
9,9,Kim-Joy Hewlett,2,IN,NA,NA,27,Leeds,Mental health specialist
9,9,Briony Williams,3,OUT,NA,NA,33,Bristol,Full-time parent
9,9,Rahul Mandal,4,IN,NA,NA,30,Rotherham,Research scientist
9,9,Antony Amourdoux,NA,NA,NA,NA,30,London,Banker
9,9,Dan Beasley-Harling,NA,NA,NA,NA,36,London,Full-time parent
9,9,Imelda McCarron,NA,NA,NA,NA,33,County Tyrone,Countryside recreation officer
9,9,Jon Jenkins,NA,NA,NA,NA,47,Newport,Blood courier
9,9,Karen Wright,NA,NA,NA,NA,60,Wakefield,In-store sampling assistant
9,9,Luke Thompson,NA,NA,NA,NA,30,Sheffield,Civil servant/house and techno DJ
9,9,Manon Lagrave,NA,NA,NA,NA,26,London,Software project manager
9,9,Terry Hartill,NA,NA,NA,NA,56,West Midlands,Retired air steward
9,10,Kim-Joy Hewlett,1,Runner-up,NA,NA,27,Leeds,Mental health specialist
9,10,Rahul Mandal,2,WINNER,NA,NA,30,Rotherham,Research scientist
9,10,Ruby Bhogal,3,Runner-up,NA,NA,29,London,Project manager
9,10,Antony Amourdoux,NA,NA,NA,NA,30,London,Banker
9,10,Briony Williams,NA,NA,NA,NA,33,Bristol,Full-time parent
9,10,Dan Beasley-Harling,NA,NA,NA,NA,36,London,Full-time parent
9,10,Imelda McCarron,NA,NA,NA,NA,33,County Tyrone,Countryside recreation officer
9,10,Jon Jenkins,NA,NA,NA,NA,47,Newport,Blood courier
9,10,Karen Wright,NA,NA,NA,NA,60,Wakefield,In-store sampling assistant
9,10,Luke Thompson,NA,NA,NA,NA,30,Sheffield,Civil servant/house and techno DJ
9,10,Manon Lagrave,NA,NA,NA,NA,26,London,Software project manager
9,10,Terry Hartill,NA,NA,NA,NA,56,West Midlands,Retired air steward
10,1,Henry Bird,1,IN,NA,NA,20,Durham,Student
10,1,Rosie Brandreth-Poynter,2,IN,NA,NA,28,Somerset,Veterinary surgeon
10,1,Steph Blackwell,3,IN,NA,NA,28,Chester,Shop assistant
10,1,Amelia LeBruin,4,IN,NA,NA,24,Halifax,Fashion designer
10,1,Alice Fevronia,5,IN,NA,NA,28,Essex,Geography teacher
10,1,Michelle Evans-Fecci,6,STAR BAKER,NA,NA,35,"Tenby, Wales",Print shop administrator
10,1,Priya O'Shea,7,IN,NA,NA,34,Leicester,Marketing consultant
10,1,Phil Thorne,8,IN,NA,NA,56,Rainham,HGV driver
10,1,Dan Chambers,9,OUT,NA,NA,32,Rotherham,Support worker
10,1,David Atherton,10,IN,NA,NA,36,Whitby,International health adviser
10,1,Michael Chakraverty,11,IN,NA,NA,26,Stratford-upon-Avon,Theatre manager/fitness instructor
10,1,Helena Garcia,12,IN,NA,NA,40,Leeds,Online project manager
10,1,Jamie Finn,13,IN,NA,NA,20,Surrey,Part-time waiter
10,2,Alice Fevronia,1,STAR BAKER,NA,NA,28,Essex,Geography teacher
10,2,David Atherton,2,IN,NA,NA,36,Whitby,International health adviser
10,2,Phil Thorne,3,IN,NA,NA,56,Rainham,HGV driver
10,2,Michael Chakraverty,4,IN,NA,NA,26,Stratford-upon-Avon,Theatre manager/fitness instructor
10,2,Rosie Brandreth-Poynter,5,IN,NA,NA,28,Somerset,Veterinary surgeon
10,2,Henry Bird,6,IN,NA,NA,20,Durham,Student
10,2,Priya O'Shea,7,IN,NA,NA,34,Leicester,Marketing consultant
10,2,Michelle Evans-Fecci,8,IN,NA,NA,35,"Tenby, Wales",Print shop administrator
10,2,Amelia LeBruin,9,IN,NA,NA,24,Halifax,Fashion designer
10,2,Steph Blackwell,10,IN,NA,NA,28,Chester,Shop assistant
10,2,Jamie Finn,11,OUT,NA,NA,20,Surrey,Part-time waiter
10,2,Helena Garcia,12,IN,NA,NA,40,Leeds,Online project manager
10,2,Dan Chambers,NA,NA,NA,NA,32,Rotherham,Support worker
10,3,Henry Bird,1,IN,NA,NA,20,Durham,Student
10,3,David Atherton,2,IN,NA,NA,36,Whitby,International health adviser
10,3,Steph Blackwell,3,IN,NA,NA,28,Chester,Shop assistant
10,3,Priya O'Shea,4,IN,NA,NA,34,Leicester,Marketing consultant
10,3,Michelle Evans-Fecci,5,IN,NA,NA,35,"Tenby, Wales",Print shop administrator
10,3,Michael Chakraverty,6,STAR BAKER,NA,NA,26,Stratford-upon-Avon,Theatre manager/fitness instructor
10,3,Alice Fevronia,7,IN,NA,NA,28,Essex,Geography teacher
10,3,Helena Garcia,8,IN,NA,NA,40,Leeds,Online project manager
10,3,Rosie Brandreth-Poynter,9,IN,NA,NA,28,Somerset,Veterinary surgeon
10,3,Phil Thorne,10,IN,NA,NA,56,Rainham,HGV driver
10,3,Amelia LeBruin,11,OUT,NA,NA,24,Halifax,Fashion designer
10,3,Dan Chambers,NA,NA,NA,NA,32,Rotherham,Support worker
10,3,Jamie Finn,NA,NA,NA,NA,20,Surrey,Part-time waiter
10,4,Steph Blackwell,1,STAR BAKER,NA,NA,28,Chester,Shop assistant
10,4,David Atherton,2,IN,NA,NA,36,Whitby,International health adviser
10,4,Henry Bird,3,IN,NA,NA,20,Durham,Student
10,4,Rosie Brandreth-Poynter,4,IN,NA,NA,28,Somerset,Veterinary surgeon
10,4,Michelle Evans-Fecci,5,IN,NA,NA,35,"Tenby, Wales",Print shop administrator
10,4,Phil Thorne,6,OUT,NA,NA,56,Rainham,HGV driver
10,4,Michael Chakraverty,7,IN,NA,NA,26,Stratford-upon-Avon,Theatre manager/fitness instructor
10,4,Alice Fevronia,8,IN,NA,NA,28,Essex,Geography teacher
10,4,Helena Garcia,9,IN,NA,NA,40,Leeds,Online project manager
10,4,Priya O'Shea,10,IN,NA,NA,34,Leicester,Marketing consultant
10,4,Amelia LeBruin,NA,NA,NA,NA,24,Halifax,Fashion designer
10,4,Dan Chambers,NA,NA,NA,NA,32,Rotherham,Support worker
10,4,Jamie Finn,NA,NA,NA,NA,20,Surrey,Part-time waiter
10,5,Helena Garcia,1,OUT,NA,NA,40,Leeds,Online project manager
10,5,Priya O'Shea,2,IN,NA,NA,34,Leicester,Marketing consultant
10,5,Henry Bird,3,IN,NA,NA,20,Durham,Student
10,5,Steph Blackwell,4,STAR BAKER,NA,NA,28,Chester,Shop assistant
10,5,Rosie Brandreth-Poynter,5,IN,NA,NA,28,Somerset,Veterinary surgeon
10,5,Alice Fevronia,6,IN,NA,NA,28,Essex,Geography teacher
10,5,Michelle Evans-Fecci,7,OUT,NA,NA,35,"Tenby, Wales",Print shop administrator
10,5,Michael Chakraverty,8,IN,NA,NA,26,Stratford-upon-Avon,Theatre manager/fitness instructor
10,5,David Atherton,9,IN,NA,NA,36,Whitby,International health adviser
10,5,Amelia LeBruin,NA,NA,NA,NA,24,Halifax,Fashion designer
10,5,Dan Chambers,NA,NA,NA,NA,32,Rotherham,Support worker
10,5,Jamie Finn,NA,NA,NA,NA,20,Surrey,Part-time waiter
10,5,Phil Thorne,NA,NA,NA,NA,56,Rainham,HGV driver
10,6,Alice Fevronia,1,IN,NA,NA,28,Essex,Geography teacher
10,6,David Atherton,2,IN,NA,NA,36,Whitby,International health adviser
10,6,Steph Blackwell,3,STAR BAKER,NA,NA,28,Chester,Shop assistant
10,6,Henry Bird,4,IN,NA,NA,20,Durham,Student
10,6,Rosie Brandreth-Poynter,5,IN,NA,NA,28,Somerset,Veterinary surgeon
10,6,Michael Chakraverty,6,IN,NA,NA,26,Stratford-upon-Avon,Theatre manager/fitness instructor
10,6,Priya O'Shea,7,OUT,NA,NA,34,Leicester,Marketing consultant
10,6,Amelia LeBruin,NA,NA,NA,NA,24,Halifax,Fashion designer
10,6,Dan Chambers,NA,NA,NA,NA,32,Rotherham,Support worker
10,6,Helena Garcia,NA,NA,NA,NA,40,Leeds,Online project manager
10,6,Jamie Finn,NA,NA,NA,NA,20,Surrey,Part-time waiter
10,6,Michelle Evans-Fecci,NA,NA,NA,NA,35,"Tenby, Wales",Print shop administrator
10,6,Phil Thorne,NA,NA,NA,NA,56,Rainham,HGV driver
10,7,Rosie Brandreth-Poynter,1,IN,NA,NA,28,Somerset,Veterinary surgeon
10,7,David Atherton,2,IN,NA,NA,36,Whitby,International health adviser
10,7,Henry Bird,3,STAR BAKER,NA,NA,20,Durham,Student
10,7,Steph Blackwell,4,IN,NA,NA,28,Chester,Shop assistant
10,7,Michael Chakraverty,5,OUT,NA,NA,26,Stratford-upon-Avon,Theatre manager/fitness instructor
10,7,Alice Fevronia,6,IN,NA,NA,28,Essex,Geography teacher
10,7,Amelia LeBruin,NA,NA,NA,NA,24,Halifax,Fashion designer
10,7,Dan Chambers,NA,NA,NA,NA,32,Rotherham,Support worker
10,7,Helena Garcia,NA,NA,NA,NA,40,Leeds,Online project manager
10,7,Jamie Finn,NA,NA,NA,NA,20,Surrey,Part-time waiter
10,7,Michelle Evans-Fecci,NA,NA,NA,NA,35,"Tenby, Wales",Print shop administrator
10,7,Phil Thorne,NA,NA,NA,NA,56,Rainham,HGV driver
10,7,Priya O'Shea,NA,NA,NA,NA,34,Leicester,Marketing consultant
10,8,David Atherton,1,IN,NA,NA,36,Whitby,International health adviser
10,8,Rosie Brandreth-Poynter,2,IN,NA,NA,28,Somerset,Veterinary surgeon
10,8,Alice Fevronia,3,IN,NA,NA,28,Essex,Geography teacher
10,8,Steph Blackwell,4,STAR BAKER,NA,NA,28,Chester,Shop assistant
10,8,Henry Bird,5,OUT,NA,NA,20,Durham,Student
10,8,Amelia LeBruin,NA,NA,NA,NA,24,Halifax,Fashion designer
10,8,Dan Chambers,NA,NA,NA,NA,32,Rotherham,Support worker
10,8,Helena Garcia,NA,NA,NA,NA,40,Leeds,Online project manager
10,8,Jamie Finn,NA,NA,NA,NA,20,Surrey,Part-time waiter
10,8,Michael Chakraverty,NA,NA,NA,NA,26,Stratford-upon-Avon,Theatre manager/fitness instructor
10,8,Michelle Evans-Fecci,NA,NA,NA,NA,35,"Tenby, Wales",Print shop administrator
10,8,Phil Thorne,NA,NA,NA,NA,56,Rainham,HGV driver
10,8,Priya O'Shea,NA,NA,NA,NA,34,Leicester,Marketing consultant
10,9,Rosie Brandreth-Poynter,1,OUT,NA,NA,28,Somerset,Veterinary surgeon
10,9,David Atherton,2,IN,NA,NA,36,Whitby,International health adviser
10,9,Steph Blackwell,3,IN,NA,NA,28,Chester,Shop assistant
10,9,Alice Fevronia,4,STAR BAKER,NA,NA,28,Essex,Geography teacher
10,9,Amelia LeBruin,NA,NA,NA,NA,24,Halifax,Fashion designer
10,9,Dan Chambers,NA,NA,NA,NA,32,Rotherham,Support worker
10,9,Helena Garcia,NA,NA,NA,NA,40,Leeds,Online project manager
10,9,Henry Bird,NA,NA,NA,NA,20,Durham,Student
10,9,Jamie Finn,NA,NA,NA,NA,20,Surrey,Part-time waiter
10,9,Michael Chakraverty,NA,NA,NA,NA,26,Stratford-upon-Avon,Theatre manager/fitness instructor
10,9,Michelle Evans-Fecci,NA,NA,NA,NA,35,"Tenby, Wales",Print shop administrator
10,9,Phil Thorne,NA,NA,NA,NA,56,Rainham,HGV driver
10,9,Priya O'Shea,NA,NA,NA,NA,34,Leicester,Marketing consultant
10,10,David Atherton,1,WINNER,NA,NA,36,Whitby,International health adviser
10,10,Alice Fevronia,2,Runner-up,NA,NA,28,Essex,Geography teacher
10,10,Steph Blackwell,3,Runner-up,NA,NA,28,Chester,Shop assistant
10,10,Amelia LeBruin,NA,NA,NA,NA,24,Halifax,Fashion designer
10,10,Dan Chambers,NA,NA,NA,NA,32,Rotherham,Support worker
10,10,Helena Garcia,NA,NA,NA,NA,40,Leeds,Online project manager
10,10,Henry Bird,NA,NA,NA,NA,20,Durham,Student
10,10,Jamie Finn,NA,NA,NA,NA,20,Surrey,Part-time waiter
10,10,Michael Chakraverty,NA,NA,NA,NA,26,Stratford-upon-Avon,Theatre manager/fitness instructor
10,10,Michelle Evans-Fecci,NA,NA,NA,NA,35,"Tenby, Wales",Print shop administrator
10,10,Phil Thorne,NA,NA,NA,NA,56,Rainham,HGV driver
10,10,Priya O'Shea,NA,NA,NA,NA,34,Leicester,Marketing consultant
10,10,Rosie Brandreth-Poynter,NA,NA,NA,NA,28,Somerset,Veterinary surgeon
